x,y
-7.034068136272545,-2233.632474414277
-6.993987975951904,-2027.8768577429894
-6.953907815631263,-2031.305941479166
-6.913827655310621,-2017.652590954819
-6.8737474949899795,-1965.5137981900962
-6.833667334669339,-2037.2336498109223
-6.793587174348698,-1916.9439874491864
-6.753507014028056,-1856.5598438043476
-6.713426853707415,-1769.3238082454418
-6.673346693386774,-1838.2810867125067
-6.6332665330661325,-1822.2854169072798
-6.593186372745491,-1776.7839139868995
-6.55310621242485,-1676.1015134826434
-6.513026052104209,-1675.9479223936253
-6.472945891783567,-1689.7237159563765
-6.432865731462925,-1608.756999820092
-6.3927855711422845,-1601.0836659661784
-6.352705410821644,-1529.3530405486085
-6.312625250501002,-1585.0643345284102
-6.272545090180361,-1538.8478884751044
-6.23246492985972,-1514.8980700976465
-6.192384769539078,-1541.619139562382
-6.152304609218437,-1427.1090248699659
-6.112224448897796,-1402.6529069680666
-6.072144288577155,-1389.557683319017
-6.032064128256513,-1375.9655205479555
-5.991983967935872,-1409.7406992975218
-5.95190380761523,-1335.0516856705829
-5.9118236472945895,-1306.5117301512441
-5.871743486973948,-1305.15384846762
-5.831663326653307,-1249.0737155942818
-5.791583166332665,-1197.079864931271
-5.751503006012024,-1099.5476916628288
-5.711422845691383,-1162.0023446572277
-5.671342685370742,-1135.0257023960176
-5.631262525050101,-1129.093310845439
-5.591182364729459,-1199.0712438724613
-5.551102204408818,-1082.5119882895196
-5.511022044088176,-1056.5184072224927
-5.470941883767535,-914.9995155244674
-5.430861723446894,-1026.6975214774432
-5.390781563126253,-981.2041753055964
-5.350701402805611,-977.5014856194285
-5.31062124248497,-1013.9645076887988
-5.270541082164329,-878.4325961512587
-5.2304609218436875,-878.2967071411559
-5.190380761523047,-856.9359425848912
-5.150300601202405,-922.8237215351588
-5.110220440881764,-788.352138237591
-5.070140280561122,-909.9906764773455
-5.030060120240481,-792.228371199181
-4.98997995991984,-693.9864485820517
-4.949899799599199,-835.2370199781009
-4.909819639278557,-796.487102350146
-4.869739478957916,-745.9107664972574
-4.829659318637275,-759.0454115060389
-4.789579158316633,-794.6383380028478
-4.7494989979959925,-697.1638673930415
-4.709418837675351,-737.4454319717042
-4.66933867735471,-644.6383038077173
-4.629258517034068,-698.5243334410304
-4.589178356713427,-559.5371836378803
-4.5490981963927855,-660.9210048683044
-4.509018036072145,-622.8275750615968
-4.468937875751503,-551.2545884535
-4.428857715430862,-638.9174747189688
-4.388777555110221,-551.6809996807343
-4.348697394789579,-483.6105925826375
-4.308617234468938,-615.4876907165528
-4.268537074148297,-512.2577679932888
-4.228456913827656,-495.09945481234195
-4.188376753507014,-455.8328546479686
-4.148296593186373,-543.8262760337876
-4.108216432865731,-535.2787203718905
-4.0681362725450905,-430.65643607313496
-4.028056112224449,-429.62044917089946
-3.987975951903808,-419.8778210698859
-3.947895791583167,-403.22751457675986
-3.907815631262525,-442.91137173853537
-3.8677354709418843,-385.86847898690286
-3.8276553106212425,-371.6074543764665
-3.7875751503006017,-410.9655175840382
-3.74749498997996,-271.1511126454385
-3.707414829659319,-330.14317498944706
-3.6673346693386772,-402.9961384736981
-3.6272545090180364,-300.398653940339
-3.5871743486973955,-371.95308525556254
-3.5470941883767537,-274.0528039767067
-3.507014028056113,-245.8587211143254
-3.466933867735471,-335.39558379814616
-3.42685370741483,-236.95519958297473
-3.3867735470941884,-255.4351366455268
-3.3466933867735476,-226.10705915608517
-3.306613226452906,-163.69007783663278
-3.266533066132265,-262.30063666682315
-3.226452905811623,-279.399455499498
-3.1863727454909823,-278.04776612920443
-3.1462925851703414,-266.39800564763135
-3.1062124248496996,-221.6721414403882
-3.0661322645290587,-193.14120805183288
-3.026052104208417,-188.91627233557037
-2.985971943887776,-154.11197847986688
-2.9458917835671343,-187.7077665213255
-2.9058116232464934,-108.7323374286301
-2.8657314629258517,-187.8555915411568
-2.825651302605211,-31.98859699779527
-2.785571142284569,-130.24665867606296
-2.745490981963928,-198.07760834495053
-2.7054108216432873,-202.60886204356697
-2.6653306613226455,-118.93799358504474
-2.6252505010020046,-148.38306984427302
-2.585170340681363,-95.80722956200191
-2.545090180360722,-102.289772618171
-2.50501002004008,-124.18264338531503
-2.4649298597194393,-157.6136403206624
-2.4248496993987976,-185.89035350921944
-2.3847695390781567,-127.48712736264076
-2.344689378757515,-57.492245587924806
-2.304609218436874,-84.89379013660825
-2.264529058116233,-153.30526324571505
-2.2244488977955914,-77.91074834629676
-2.1843687374749505,-62.98508777666337
-2.1442885771543088,-122.25275092668608
-2.104208416833668,-66.30837483591827
-2.064128256513026,-67.14284232426668
-2.0240480961923852,-123.38240678204272
-1.9839679358717444,-44.645171481381034
-1.9438877755511026,-30.91406318677167
-1.9038076152304608,-1.3356481846783552
-1.8637274549098208,0.5527321544074297
-1.823647294589179,-117.78230664849013
-1.7835671342685373,-92.66193418285798
-1.7434869739478955,-16.99920733006949
-1.7034068136272555,-14.148474648993098
-1.6633266533066138,-11.276770817868307
-1.623246492985972,158.31338659276602
-1.5831663326653302,-3.173413514109157
-1.5430861723446903,27.566805115700824
-1.5030060120240485,20.8982182672395
-1.4629258517034067,8.082376040481861
-1.4228456913827667,-38.0289574112747
-1.382765531062125,17.81359672012887
-1.3426853707414832,-56.73462306128392
-1.3026052104208414,-27.979988039636275
-1.2625250501002014,-38.538196234447206
-1.2224448897795597,-8.390607219923577
-1.182364729458918,104.95291615853057
-1.1422845691382761,-102.51844086406086
-1.1022044088176361,26.705119717734185
-1.0621242484969944,-86.77199986794733
-1.0220440881763526,-28.334792480130933
-0.9819639278557126,51.0355929670273
-0.9418837675350709,1.0585131404973298
-0.9018036072144291,-54.85415931969497
-0.8617234468937873,-35.609488604966934
-0.8216432865731473,35.19418304247543
-0.7815631262525056,-34.30752422972185
-0.7414829659318638,13.97009318454426
-0.701402805611222,6.3038882050979925
-0.661322645290582,-27.732880944536483
-0.6212424849699403,112.81182041548713
-0.5811623246492985,38.025617432441344
-0.5410821643286585,-94.26291022893218
-0.5010020040080168,16.932921616148548
-0.460921843687375,-24.90976503445761
-0.4208416833667332,51.32587438884729
-0.38076152304609323,-30.439951142500902
-0.34068136272545146,3.8903020871450513
-0.3006012024048097,35.278618308360606
-0.26052104208416793,53.682167650417504
-0.22044088176352794,-49.29030387834371
-0.18036072144288617,-5.703550268874572
-0.1402805611222444,-12.45994090371909
-0.10020040080160442,-21.14257419453883
-0.06012024048096265,100.00584344291592
-0.020040080160320883,32.16607375275346
0.020040080160320883,-50.96680838883759
0.060120240480960874,58.10936371746089
0.10020040080160264,118.44336073199366
0.1402805611222444,64.06043747162582
0.18036072144288617,-63.4454296786251
0.22044088176352616,-11.616538670695217
0.26052104208416793,76.00095253025901
0.3006012024048097,-22.677782800697827
0.3406813627254497,34.93895417410283
0.38076152304609145,51.515906168279386
0.4208416833667332,-33.530239342365476
0.460921843687375,9.869888749113846
0.501002004008015,-149.1876149934115
0.5410821643286567,-38.31237989042687
0.5811623246492985,0.3134310475163353
0.6212424849699403,-49.4069661993061
0.6613226452905803,94.65056178438952
0.701402805611222,-58.41988764800905
0.7414829659318638,-8.846545883034294
0.7815631262525038,19.774448623723323
0.8216432865731456,85.39800119237401
0.8617234468937873,-58.34474660197458
0.9018036072144291,71.73961158718825
0.9418837675350691,14.247110423610321
0.9819639278557108,-35.163039849594014
1.0220440881763526,37.219335249355545
1.0621242484969944,24.295680217703982
1.1022044088176344,-15.410917880386744
1.1422845691382761,18.377888967494567
1.182364729458918,-4.057476616501582
1.222444889779558,21.238980332127852
1.2625250501001997,49.06097953921712
1.3026052104208414,95.6849738308861
1.3426853707414832,-45.03666867418184
1.3827655310621232,124.01796584283852
1.422845691382765,-79.68175285767875
1.4629258517034067,10.935803106878943
1.5030060120240485,48.59135122112336
1.5430861723446885,33.925461186141305
1.5831663326653302,-10.50685585865206
1.623246492985972,11.028066944228687
1.663326653306612,-2.3540693781734987
1.7034068136272538,-6.252792470571716
1.7434869739478955,66.67461994498984
1.7835671342685373,43.085892371153854
1.8236472945891773,-8.306293883271245
1.863727454909819,72.48864385241527
1.9038076152304608,44.11041828593976
1.9438877755511026,70.6945998720132
1.9839679358717426,62.91017880703507
2.0240480961923843,-8.570648395392354
2.064128256513026,6.395469806021122
2.104208416833666,73.37160752872657
2.144288577154308,68.20676335870033
2.1843687374749496,38.405342127287014
2.2244488977955914,47.16174321963864
2.2645290581162314,107.1082831287977
2.304609218436873,15.662776805467832
2.344689378757515,74.7010984025841
2.3847695390781567,39.43198657438439
2.4248496993987967,40.94538720812298
2.4649298597194385,109.15048802989068
2.50501002004008,97.96096239485604
2.54509018036072,99.94235928052002
2.585170340681362,127.21771495958258
2.6252505010020037,65.7729599574605
2.6653306613226455,101.70343743333964
2.7054108216432855,55.08143131673395
2.7454909819639273,89.8999578999249
2.785571142284569,70.39118110372924
2.825651302605209,85.06657960210867
2.865731462925851,113.40676570466061
2.9058116232464926,46.285630467700344
2.9458917835671343,195.48132729265694
2.9859719438877743,44.34587356109354
3.026052104208416,37.84350293930599
3.066132264529058,160.48801157746303
3.1062124248496996,146.32041187176065
3.1462925851703396,142.2252838109968
3.1863727454909814,146.84772228623373
3.226452905811623,119.36033169139404
3.266533066132263,79.78517648249142
3.306613226452905,133.24828046807022
3.3466933867735467,100.54698882917076
3.3867735470941884,188.24687883308192
3.4268537074148284,137.3645683217649
3.46693386773547,108.8117818354176
3.507014028056112,139.53114448029268
3.5470941883767537,181.90732634058458
3.5871743486973937,138.88329679266127
3.6272545090180355,131.91766076902533
3.6673346693386772,191.32451411109338
3.7074148296593172,197.65420352198257
3.747494989979959,166.4806176351711
3.7875751503006008,174.85587413335878
3.8276553106212425,216.7503424323043
3.8677354709418825,139.64565934553792
3.9078156312625243,148.74262482962678
3.947895791583166,190.42537745218556
3.987975951903808,223.07477530010428
4.028056112224448,256.8617565072565
4.06813627254509,322.8250669534984
4.108216432865731,299.85467924802504
4.148296593186371,257.06470924112836
4.188376753507013,272.37819023124814
4.228456913827655,231.64925608351592
4.268537074148297,289.47808157298556
4.308617234468937,284.7820424182055
4.348697394789578,324.3472918733677
4.38877755511022,276.03329123797505
4.428857715430862,352.73465531988893
4.468937875751502,412.96771464954327
4.509018036072144,340.6490807337353
4.5490981963927855,376.1238047505024
4.589178356713425,400.6932916181351
4.629258517034067,356.47161628959367
4.669338677354709,398.2844178562282
4.709418837675351,398.4591052833684
4.749498997995991,413.6674508132747
4.7895791583166325,381.2937180638328
4.829659318637274,432.5386096357777
4.869739478957916,467.7921730130136
4.909819639278556,527.2407917963233
4.949899799599198,514.6526326608159
4.98997995991984,586.5697527425059
5.0300601202404795,452.9827803595198
5.070140280561121,547.6256406698071
5.110220440881763,526.0580127096321
5.150300601202405,639.4861474978635
5.190380761523045,502.91189137504557
5.230460921843687,514.8991662973805
5.270541082164328,540.7036584218611
5.31062124248497,478.4980478564754
5.35070140280561,572.6580690223251
5.390781563126252,575.4775472858048
5.430861723446894,635.6795357333896
5.470941883767534,660.2125485997229
5.511022044088175,752.1393640943764
5.551102204408817,721.3011868532668
5.591182364729459,660.6290170251253
5.631262525050099,660.494634725241
5.671342685370741,746.2013905387656
5.7114228456913825,672.0346620357907
5.751503006012024,846.3129094217583
5.791583166332664,830.6603157923912
5.831663326653306,765.4344872296823
5.871743486973948,720.7000564765015
5.911823647294588,891.7743993192147
5.9519038076152295,836.3402021782181
5.991983967935871,922.2087715856667
6.032064128256511,799.1136138758925
6.072144288577153,867.6514973452487
6.112224448897795,916.9378275711143
6.152304609218437,938.3521403468858
6.192384769539078,933.1013107055402
6.23246492985972,1006.6244916313752
6.272545090180358,942.2562529592443
6.312625250501,1008.9533798377975
6.352705410821642,1042.8039471472912
6.392785571142284,1083.5115821160477
6.432865731462925,1114.6564541137836
6.472945891783567,1044.4172019247226
6.513026052104209,1045.8066523643947
6.553106212424851,1208.5506460241766
6.593186372745489,1183.7302707660556
6.633266533066131,1152.4332613530594
6.673346693386772,1290.4553893130426
6.713426853707414,1242.0208405160424
6.753507014028056,1318.84233374376
6.793587174348698,1287.1967433911645
6.8336673346693395,1411.1064709520035
6.873747494989978,1420.3912143906962
6.9138276553106195,1345.0398361448397
6.953907815631261,1431.2411677226255
6.993987975951903,1440.4186311323701
7.034068136272545,1502.3831934462614
7.074148296593187,1411.823724461729
7.114228456913828,1520.8091839825393
7.1543086172344665,1566.184911954005
7.194388777555108,1452.4060846225423
7.23446893787575,1508.5837309120775
7.274549098196392,1493.5148030947582
7.314629258517034,1610.0639150998966
7.354709418837675,1687.7992354194814
7.394789579158317,1755.7597935764754
7.434869739478959,1713.4003824353197
7.474949899799597,1820.5159388024492
7.515030060120239,1699.8073539558309
7.555110220440881,1713.710249040876
7.595190380761522,1826.510540571464
7.635270541082164,1879.2432944027569
7.675350701402806,1889.5028544886536
7.715430861723448,1819.210461893236
7.755511022044086,1949.9208765519973
7.795591182364728,1921.2989833315762
7.8356713426853695,2052.5048653905096
7.875751503006011,2070.2050611752793
7.915831663326653,2038.092133370973
7.955911823647295,2092.9627450991184
7.9959919839679365,2099.62630917806
8.036072144288575,2183.746782309579
8.076152304609217,2269.2963942594415
8.116232464929858,2207.2782377053913
8.1563126252505,2317.160779878727
8.196392785571142,2301.210071123992
8.236472945891784,2324.2163237946243
8.276553106212425,2395.0199077667216
8.316633266533067,2385.4971485580036
8.356713426853705,2446.842948450183
8.396793587174347,2452.2779098169553
8.436873747494989,2648.436625077591
8.47695390781563,2590.3762148384826
8.517034068136272,2592.425467037377
8.557114228456914,2677.297411126048
8.597194388777556,2700.5585857785786
8.637274549098194,2735.0949120479277
8.677354709418836,2817.213893442153
8.717434869739478,2865.1388045778954
8.75751503006012,2841.893848116943
8.797595190380761,2881.1830372397985
8.837675350701403,2938.17789710787
8.877755511022045,2879.1943769071872
8.917835671342683,2961.2961872638743
8.957915831663325,3148.572042593427
8.997995991983966,3206.0585189274593
9.038076152304608,3155.3512820557976
9.07815631262525,3241.03696128389
9.118236472945892,3272.592659838259
9.158316633266534,3456.212172962556
9.198396793587175,3403.9037315551986
9.238476953907814,3387.6067644343025
9.278557114228455,3392.7260161506265
9.318637274549097,3407.105784053744
9.358717434869739,3544.952943025859
9.39879759519038,3544.7424159802918
9.438877755511022,3559.657922189003
9.478957915831664,3647.0850118597427
9.519038076152302,3674.4136298389635
9.559118236472944,3862.361742832202
9.599198396793586,3872.0384686622415
9.639278557114228,3877.949788728673
9.67935871743487,4003.1796195285133
9.719438877755511,3984.3288031319084
9.759519038076153,3989.1200677908714
9.799599198396791,4160.512218336995
9.839679358717433,4163.923031348688
9.879759519038075,4138.188445780017
9.919839679358716,4234.060685131223
9.959919839679358,4253.7791446786405
10.0,4282.860013451783
